ISIN,Company Long Name,Company Secretary
INE686I01011,Sita Shree Food Products Limited,"info@sitashri.com, complianceofficer@sitashri.com"
INE965H01011,Siti Cable Network Limited,csandlegal@wwil.net
INE076B01010,Siyaram Silk Mills Limited,sharedept@siyaram.com
INE002L01015,SJVN Limited,investor.relations@sjvn.nic.in
INE640A01023,SKF India Limited,investors@skf.com
INE429F01012,SKIL Infrastructure Limited,investor_info@horizoninfra.com
INE411D01015,SKM Egg Products Export (India) Limited,shares@skmegg.com
INE180K01011,SKS Microfinance Limited,investor.relations@sksindia.com
INE178C01020,Smartlink Network Systems Limited,Company.Secretary@smartlink.co.in
INE294B01019,SML Isuzu Limited,gbansal@swarajmazda.net
INE812G01017,SMS Pharmaceuticals Limited,cs@smspharma.com
INE671H01015,Sobha Developers Limited,"investors@sobha.com, kishore.kayarat@sobha.com"
INE863A01013,Software Technology Group International Limited,companysecretary@stg.in
INE343H01011,Solar Industries India Limited,investor.relations@solargroup.com
INE480C01012,Som Distilleries & Breweries Limited,sombreweries@gmail.com
INE314C01013,Soma Textiles & Industries Limited,investors@somatextiles.com
INE355A01028,Somany Ceramics Limited,sclinvestors@somanyceramics.com
INE643A01035,Sona Koyo Steering Systems Limited,investorgrievance@sonagroup.com
INE269A01021,Sonata Software Limited,investor@sonata-software.com
INE683A01023,The South Indian Bank Limited,ho2006customercare@sib.co.in
INE943B01011,Southern Ispat And Energy Limited,kkagarwalla2012@gmail.com
INE232I01014,Sun Pharma Advanced Research Company Limited,secretarial@sparcmail.com
INE247M01014,Speciality Restaurants Limited,investor@speciality.co.in
INE409H01028,Spectacle Ventures Limited,info@specinfotek.com
INE376C01020,Spentex Industries Limited,"secretarial@clcindia.com, murthy@clcindia.com"
INE978G01016,SPL Industries Limited,bbsharma@spllimited.com
INE937A01023,SPML Infra Limited,preetilakhmani@spml.co.in
INE917H01012,Sree Rayalaseema Hi-Strength Hypo Limited,srhypo@tgvmail.net
INE099F01013,Sreeleathers Limited,sreeleathers@sreeleathers.com
INE872A01014,SREI Infrastructure Finance Limited,"investor.relations@srei.com, corporate@srei.com"
INE647A01010,SRF Limited,sanjiv.sharma@srf.com
INE416A01036,Sri Adhikari Brothers Television Network Limited,investorservices@adhikaribrothers.com
INE004H01019,Sri Chamundeswari Sugars Limited,complianceofficer@chamundisugars.com
INE219H01039,SRS Limited,ipo@srsparivar.com
INE648A01026,State Bank of Bikaner and Jaipur,cmshare@sbbj.co.in
INE062A01012,State Bank of India,investor.complaints@sbi.co.in
INE651A01020,State Bank of Mysore,cmshares@sbm.co.in
INE173A01025,Standard Industries Limited,standardgrievances@rediffmail.com
INE935O01010,Star Ferro and Cement Limited,info@starferrocement.com
INE733A01018,Star Paper Mills Limited,starcal@starpapers.com
INE802C01017,Steel Strips Wheels Limited,"mljain@sswlindia.com, shamanjindal@sswlindia.com"
INE577L01016,Stel Holdings Limited,enquiry@stelholdings.com
INE324C01038,Sterling Biotech Limited,investorscomplain@stergel.com
INE334A01015,Sterling Tools Limited,vaishalis@stlfasteners.com
INE089C01029,Sterlite Technologies Limited,sandeep.deshmukh@sterlite.com
INE090C01019,STI India Limited,share3@stitextile.net
INE353H01010,STL Global Limited,investors@shivalikglobal.com
INE034H01016,Store One Retail India Limited,investor@piramyd.co.in
INE939A01011,Strides Arcolab Limited,investors@stridesarco.com
INE189B01011,Styrolution ABS (India) Limited,secshare@styrolutionabsindia.com
INE754A01014,Subex Limited,investorrelations@subex.com
INE287B01021,Subros Limited,"sdsharma@subros.com, vikas.sabharwal@subros.com"
INE384L01017,Sudar Industries Limited,"cs@sudarindustries.com, info@sudarindustries.com"
INE659A01015,Sudarshan Chemical Industries Limited,grievance.redressal@sudarshan.com
INE215G01021,Sujana Metal Products Limited,ibracs130276@gmail.com
INE333I01036,Sujana Tower Limited,latikenrao@gmail.com
INE216G01011,Sujana Universal Industries Limited,ravi.n@sujana.com
INE235C01010,Sumeet Industries Limited,silshare@yahoo.com
INE519C01017,Summit Securities Limited,summitsec@gmail.com
INE044A01036,Sun Pharmaceuticals Industries Limited,secretarial@sunpharma.com
INE424H01027,Sun TV Network Limited,ravi@sunnetwork.in
INE073D01013,Sundaram Brake Linings Limited,srb@tvssbl.com
INE105A01035,Sundaram Clayton Limited,investorscomplaintssta@scl.co.in
INE660A01013,Sundaram Finance Limited,investorservices@sundaramfinance.in
INE108E01023,Sundaram Multi Pap Limited,amisha@sundaramgroups.in
INE387A01021,Sundram Fasteners Limited,investorshelpdesk@corp.sfl.co.in
INE947A01014,Sunflag Iron And Steel Company Limited,investor@sunflagsteel.com
INE305H01010,Sunil Hitech Engineers Limited,cs@sunilhitech.com
INE805D01026,Sunteck Realty Limited,cosec@sunteckindia.com
INE091C01017,Super Sales India Limited,investorscell@vaamaa.com
INE662A01027,Super Spinning Mills Limited,investors@ssh.saraelgi.com
INE399C01030,Suprajit Engineering Limited,investors@suprajit.com
INE651G01027,Supreme Tex Mart Limited,robinvijan@supremetexmart.com
INE195A01028,Supreme Industries Limited,investor@supreme.co.in
INE550H01011,Supreme Infrastructure India Limited,vijayj@supremeinfra.com
INE663A01017,Supreme Petrochem Limited,investorhelpine@spl.co.in
INE357D01010,Surana Corporation Limited,sclimited@suranacorp.com
INE659D01019,Surana Industries Limited,"secretarial@suranaind.com, surana@suranaind.com"
INE130B01023,Surana Telecom and Power Limited,investorservices_stl@surana.com
INE272L01014,Surana Ventures Limited,cs@surana.com
INE249G01020,Surya Pharmaceutical Limited,secretarial@suryapharma.com
INE335A01012,Surya Roshni Limited,investorgrievances@sroshni.com
INE411C01017,Suryajyoti Spinning Mills Limited,shares@suryajyoti.com
INE713B01026,Suryalakshmi Cotton Mills Limited,cs@suryalakshmi.com
INE645H01019,Sutlej Textiles and Industries Limited,stil.investor_grievance@sutlej-rtm.co.in
INE495B01038,Suven Life Sciences Limited,investorservices@suven.com
INE040H01021,Suzlon Energy Limited,investors@suzlon.com
INE665A01038,Swan Energy Limited,invgrv@swan.co.in
INE277A01016,Swaraj Engines Limited,selinvestor@swarajenterprise.com
INE409B01013,Swelect Energy Systems Limited,cg.ird@swelectes.com
INE225D01027,Symphony Limited,legal@symphonylimited.com
INE602K01014,Syncom Healthcare Limited,investors@syncomhealthcare.com
INE667A01018,Syndicate Bank,syndinvest@syndicatebank.co.in
INE760L01018,Tribhovandas Bhimji Zaveri Limited,investors@tbzoriginal.com
INE459B01018,TCP Limited,chem@tcpindia.com
INE107A01015,Tamil Nadu Newsprint & Papers Limited,invest_grievances@tnpl.co.in
INE148A01019,Tamilnadu PetroProducts Limited,investorgrievance@tnpetro.com
INE141D01018,Tamilnadu Telecommunication Limited,ttlcosec@rediffmail.com
INE763I01018,Transformers And Rectifiers (India) Limited,cs@transformerindia.com
INE592B01016,T T Limited,investors@tttextiles.com
INE038F01029,TV Today Network Limited,"sridhar.sn@aajtak.com, puneet.jain@aajtak.com"
INE123C01018,Tainwala Chemical and Plastic (I) Limited,"simran@tainwala.in, cs@tainwala.in"
INE586B01026,Taj GVK Hotels & Resorts Limited,tajgvkshares.hyd@tajhotels.com
INE142I01023,Take Solutions Limited,investorrelations@takesolutions.com
INE187D01011,Talbros Automotive Components Limited,memberservices@talbros.com
INE502K01016,Talwalkars Better Value Fitness Limited,ig@talwalkars.net
INE639B01015,Tanfac Industries Limited,mohan.srinivasan@adityabirla.com
INE483C01032,Tanla Solutions Limited,investorhelp@tanla.com
INE388G01018,Tantia Constructions Limited,cs@tantiagroup.com
INE799L01016,Tara Jewels Limited,investor.care@tarajewels.co.in
INE747K01017,Tarapur Transformers Limited,complianceofficer@tarapurtransformers.com
INE924H01018,Tarmat Limited,tarmatcs@romantarmat.com
INE092A01019,Tata Chemicals Limited,investors@tatachemicals.com
INE493A01019,Tata Coffee Limited,investors@tatacoffee.com
INE151A01013,Tata Communications Limited,rishabh.aditya@tatacommunications.com
INE670A01012,Tata Elxsi Limited,investors@tataelxsi.co.in
INE192A01025,Tata Global Beverages Limited,v.madan@tataglobalbeverages.com
INE672A01018,Tata Investment Corporation Limited,kvmanoj@tata.com
INE056C01010,Tata Metaliks Limited,sankar.bhattacharya@tatametaliks.co.in
INE155A01022,Tata Motors Limited,inv_rel@tatamotors.com
IN9155A01020,Tata Motors Limited,inv_rel@tatamotors.com
INE245A01021,Tata Power Company Limited,investorcomplaints@tatapower.com
INE674A01014,Tata Sponge Iron Limited,investorcell@tatasponge.com
INE081A01012,Tata Steel Limited,cosec@tatasteel.com
INE517B01013,Tata Teleservices (Maharashtra) Limited,investor.relations@tatatel.co.in
INE662L01016,TCI Developers Limited,secretarial@tcidevelopers.com
INE911B01018,TCI Finance Limited,investors_tcif@gati.com
INE467B01029,Tata Consultancy Services Limited,investor.relations@tcs.com
INE419M01019,TD Power Systems Limited,investor.relations@tdps.co.in
INE669C01028,Tech Mahindra Limited,investor.relations@techmahindra.com
INE286K01024,Techno Electric & Engineering Company Limited,niranjan.brahma@techno.co.in
INE545H01011,Technocraft Industries (India) Limited,investor@technocraftgroup.com
INE509K01011,Technofab Engineering Limited,investors@technofabengineering.com
INE904H01010,Tecpro Systems Limited,investors@tecprosystems.com
INE435C01024,Texmaco Infrastructure & Holdings Limited,amit.dhanuka@texmaco.in
INE621L01012,Texmaco Rail & Engineering Limited,ak.vijay@texmaco.in
INE141K01013,Texmo Pipes and Products Limited,complaints@texmopipe.com
INE797H01018,TGB BANQUETS AND HOTELS LIMITED,cs@tgbhotels.com
INE085J01014,Thangamayil Jewellery Limited,thangamayil@gmail.com
INE319B01014,The Byke Hospitality Limited,investors.care@thebyke.com
INE331A01037,The Ramco Cements Limited,ksn@ramcocements.co.in
INE083B01016,Themis Medicare Limited,prakash@themismedicare.com
INE152A01029,Thermax Limited,igkcpl@karvy.com
INE201K01015,Thinksoft Global Services Limited,investor@thinksoftglobal.com
INE409A01015,Thiru Arooran Sugars Limited,secretarial@tasugars.in
INE338A01016,Thirumalai Chemicals Limited,rajagopalan.t@thirumalaichemicals.com
INE332A01027,Thomas Cook  (India)  Limited,sharedept@in.thomascook.com
INE480M01011,Thomas Scott (India) Limited,investor.tsil@banggroup.com
INE484C01014,Tide Water Oil Company (India) Limited,saptarshi_ganguly@tidewaterindia.co.in
INE440L01017,Tijaria Polypipes Limited,"ipo@tijaria-pipes.com, investors@tijaria-pipes.com"
INE806C01018,TIL Limited,secretarial.department@tilindia.com
INE133E01013,Tilaknagar Industries Limited,investor@tilind.com
INE346L01016,Timbor Home Limited,ipo@timborhome.com
INE508G01029,Time Technoplast Limited,investors@timetechnoplast.com
INE289C01025,Times Guaranty Limited,vijay.devadiga@timesgroup.com
INE325A01013,Timken India Limited,soumitra.hazra@timken.com
INE422C01014,The Tinplate Company of India Limited,company.secretariat@tatatinplate.com
INE716B01011,TIPS Industries Limited,response@tips.in
INE615H01012,Titagarh Wagons Limited,"investors@titagarh.biz, corp@titagarh.biz"
INE280A01028,Titan Company Limited,investor@titan.co.in
INE944B01019,Todays Writing Instruments Limited,todays@todays-pens.com
INE932C01012,Tokyo Plast International Limited,info@tokyoplast.com
INE685A01028,Torrent Pharmaceuticals Limited,investorservices@torrentpharma.com
INE813H01021,Torrent Power Limited,rajivshah@torrentpower.com
INE305A01015,Tourism Finance Corporation of India Limited,complianceofficer@tfciltd.com
INE688A01022,Transport Corporation of India Limited,"ak.bansal@tcil.com, secretarial@tcil.com"
INE804H01012,Transwarranty Finance Limited,companysecretary@transwarranty.com
INE040M01013,Tree House Education & Accessories Limited,compliance@treehouseplaygroup.net
INE849A01012,Trent Limited,investor.relations@trent-tata.com
INE391D01019,TRF Limited,investors@trf.co.in
INE771B01032,Tricom India Limited,investor@tricommail.com
INE064C01014,Trident Limited,investor@tridentindia.com
INE948A01012,Trigyn Technologies Limited,ro@trigyn.com
INE256C01024,Triveni Engineering & Industries Limited,shares@trivenigroup.com
INE152M01016,Triveni Turbine Limited,shares.ttl@trivenigroup.com
INE910C01018,TTK Healthcare Limited,investorcare@ttkhealthcare.com
INE690A01010,TTK Prestige Limited,investorhelp@ttkprestige.com
INE149A01025,Tube Investments of India Limited,investorservices@tii.murugappa.com
INE122H01027,Tulip Telecom Limited,investors@tulip.net
INE474I01012,Tulsi Extrusions Limited,grievances@tulsigroup.com
INE463D01016,Tulsyan Nec Limited,investor@tulsyannec.in
INE886H01027,TV18 Broadcast Limited,investors.ibn18@network18online.com
INE236G01019,TVS Electronics Limited,investorservices@tvs-e.in
INE494B01023,TVS Motor Company Limited,investorscomplaintssta@scl.co.in
INE421C01016,TVS Srichakra Limited,"investorgrievances@tvstyres.com, ps@tvstyres.com"
INE783B01029,Twilight Litaka Pharma Limited,investors@tlpl.co.in
INE696A01025,United Breweries (Holdings) Limited,ubhlinvestor@ubmail.com
INE328C01013,UB Engineering Limited,secl@ubengg.in
INE139B01016,Ucal Fuel Systems Limited,investor@ucalfuel.co.in
INE691A01018,UCO Bank,hosgr.calcutta@ucobank.co.in
INE516A01017,UFLEX Limited,"flexsec@vsnl.net, subhashkhatua@uflexltd.com"
INE071E01023,The Ugar Sugar Works Limited,investor.helpdesk@ugarsugar.com
INE899L01022,Ujaas Energy Limited,cs@ujaas.com
INE481G01011,UltraTech Cement Limited,sharesutcl@adityabirla.com
INE351A01035,Unichem Laboratories Limited,shares@unichemlabs.com
INE692A01016,Union Bank of India,investorservices@unionbankofindia.com
INE037A01022,Uniphos Enterprises Limited,uel.investors@uniphos.com
INE950G01015,Uniply Industries Limited,investorservices@uniply.in
INE694A01020,Unitech Limited,share.dept@unitechgroup.com
INE695A01019,United Bank of India,investors@unitedbank.co.in
INE686F01025,United Breweries Limited,ublinvestor@ubmail.com
INE458F01011,The United Nilgiri Tea Estates Company Limited,unitea22@gmail.com
INE854D01016,United Spirits Limited,uslinvestor@ubmail.com
INE466H01028,Unity Infraprojects Limited,"info@unityinfra.com, investors@unityinfra.com"
INE279A01012,Universal Cables Limited,"headoffice@unistar.co.in,secretarial@unistar.co.in"
INE628A01036,UPL Limited,upl.investors@uniphos.com
INE018B01012,Upper Ganges Sugar & Industries Limited,upperinvestor@birla-sugar.com
INE240C01028,Usha Martin Education & Solutions Limited,"contact@umitl.co.in, investors@umitl.co.in"
INE228A01035,Usha Martin Limited,cosec@ushamartin.co.in
INE235G01011,Usher Agro Limited,usherinvestors@usheragro.com
INE699A01011,Uttam Galva Steels Limited,info@uttamgalva.com
INE786F01031,Uttam Sugar Mills Limited,uttamsugar.investors@gmail.com
INE292A01015,Uttam Value Steels Limited,investor@uttamvalue.com
INE054A01027,VIP Industries Limited,investorhelp@vipbags.com
INE945H01013,V2 Retail Limited,cs@vrl.net.in
INE956G01038,VA Tech Wabag Limited,companysecretary@wabag.in
INE694D01016,Vadilal Industries Limited,shareslogs@vadilalgroup.com
INE884A01019,Vaibhav Global Limited,brahm.prakash@vaibhavglobal.com
INE051B01021,VAKANGEE LIMITED,darshis@vakrangee.in
INE624C01015,Valecha Engineering Limited,investor.relations@valecha.in
INE352A01017,Value Industries Limited,secretarial_value@videoconmail.com
INE116G01013,Vardhman Acrylics Limited,secretarial.lud@vardhman.com
INE701A01023,Vardhman Holdings Limited,secretarial.lud@vardhman.com
INE835A01011,Vardhman Polytex Limited,vpl.sect@oswalgroup.com
INE050M01012,Vardhman Special Steels Limited,secretarial.lud@vardhman.com
INE825A01012,Vardhman Textiles Limited,secretarial.lud@vardhman.com
INE032G01012,Varun Industries Limited,jitendra.gandhi@varun.com
INE702A01013,Varun Shipping Company Limited,investors@varunship.com
INE893I01013,Vascon Engineers Limited,compliance.officer@vascon.com
INE590L01019,Vaswani Industries Limited,complianceofficer@vaswaniindustries.com
INE398A01010,Venky's (India) Limited,corp.shares@venkys.com
INE411B01019,Venus Remedies Limited,investorgrievance@venusremedies.com
INE386A01015,Vesuvius India Limited,"vesuviusindia@vesuvius.com,taposh.roy@vesuvius.com"
INE951I01019,V-Guard Industries Limited,"jayasree@vguard.in, secretarial@vguard.in,"
INE048C01017,Viceroy Hotels Limited,secretarial@viceroyhotels.com
INE703A01011,Videocon Industries Limited,secretarial@videoconmail.com
INE806F01011,Vijay Shanthi Builders Limited,companysecretary@vijayshanthibuilders.com
INE705A01016,Vijaya Bank,sdigc@vijayabank.co.in
INE806A01020,Vikas GlobalOne Limited,info@vikasglobal.in
INE067D01015,Vimal Oil & Foods Limited,secretarial@vimalgroup.com
INE579C01029,Vimta Labs Limited,shares@vimta.com
INE410B01029,Vinati Organics Limited,shares@vinatiorganics.com
INE707A01012,Vindhya Telelinks Limited,investorgrievance@vtlrewa.com
INE250B01029,Vinyl Chemicals (India) Limited,cs.pcpatel@pidilite.com
INE946H01037,Vipul Limited,secretarial@vipulgroup.in
INE286H01012,Visa Steel Limited,investors@visasteel.com
INE370E01029,Visagar Polytex Limited,contact@visagar.com
INE392A01013,Visaka Industries Limited,vil@visaka.in
INE861A01058,Visesh Infotecnics Limited,hsharma@viseshinfo.com
INE965A01016,Visu International Limited,operations@visuintl.com
INE526G01013,Vivimed Labs Limited,yugandhar.kopparthi@vivimedlabs.com
INE213M01024,VKS Projects Limited,complianceofficer@vksprojects.com
INE709A01018,VLS Finance Limited,hconsul@vlsfinance.com
INE665J01013,V-Mart Retail Limited,compliance@vmart.co.in
INE540H01012,Voltamp Transformers Limited,vnm_ipo@voltamptransformers.com
INE226A01021,Voltas Limited,"shareservices@voltas.com, vpmalhotra@voltas.com"
INE710A01016,VST Industries Limited,investors@vstind.com
INE764D01017,V.S.T Tillers Tractors Limited,chinmaya@vsttillers.com
INE222F01029,VTM Limited,office@tmills.com
INE119G01025,VTX Industries Limited,investors@vtx.co.in
INE100D01014,W S Industries (I) Limited,mrajaganapathi@wsinsulators.com
INE342J01019,WABCO India Limited,investorcomplaintssta@scl.co.in
INE711A01022,Walchandnagar Industries Limited,investors@walchand.com
INE107F01022,Wanbury Limited,mangesh.bhosale@wanbury.com
INE855C01015,Websol Energy System Limited,"investors@webelsolar.com, websol@webelsolar.com"
INE080A01014,Weizmann Limited,investorsgrievance@weizmann.co.in
INE726L01019,Weizmann Forex Limited,investorsgrievance@weizmannforex.com
INE191B01025,Welspun Corp Limited,companysecretary_wcl@welspun.com
INE072P01019,Welspun Enterprises Limited,CompanySecretary_WCL@welspun.com
INE192B01023,Welspun India Limited,companysecretary_wil@welspun.com
INE389K01018,Welspun Investments and Commercials Limited,companysecretary_winl@welspun.com
INE625G01013,Welspun Projects Limited,companysecretary_wpl@welspun.com
INE274C01019,Wendt (India) Limited,investorservices@wendtindia.com
INE976A01021,West Coast Paper Mills Limited,co.sec@westcoastpaper.com
INE715A01015,Wheels India Limited,investorservices@wheelsindia.com
INE716A01013,Whirlpool of India Limited,vinay_kumar@whirlpool.com
INE210A01017,Williamson Magor & Company Limited,wm_investors@wmg.co.in
INE052A01021,Windsor Machines Limited,investors@windsormachines.com
INE664A01015,Winsome Diamonds and Jewellery Limited,cs@winsomejewellery.com
INE784B01035,Winsome Yarns Limited,"cshare@winsomegroup.com,kvsinghal@winsomegroup.com"
INE075A01022,Wipro Limited,ramachandran.venkatesan@wipro.com
INE049B01025,Wockhardt Limited,investorrelations@wockhardt.com
INE066O01014,Wonderla Holidays Limited,investors@wonderla.com
INE378A01012,Wyeth Limited,Neema.Thakore@pfizer.com
INE692G01013,Xchanging Solutions Limited,compliance@asia.xchanging.com
INE183H01011,XL Energy Limited,cs@xlenergy.co
INE445C01015,Xpro India Limited,scjain@xproindia.com
INE528G01019,Yes Bank Limited,shareholders@yesbank.in
INE719A01017,Zandu Realty Limited,investors@emamirealty.com
INE256A01028,Zee Entertainment Enterprises Limited,shareservices@zeenetwork.com
INE565L01011,Zee Learn Limited,samir.raval@zeelearn.com
INE966H01019,Zee Media Corporation Limited,pushpal.sanghavi@zee.esselgroup.com
INE318D01020,Zenith Birla (India) Limited,share@zenithsteelpipes.com
INE598B01013,Zenith Computers Limited,investorrelations@zenith-india.com
INE058B01018,Zenith Exports Limited,zenith@giascl01.vsnl.net.in
INE899A01017,Zenith Infotech Limited,investorrelations@zenithinfotech.com
INE520A01019,Zensar Technologies Limited,companysecretarial@zensar.com
INE871B01014,Zicom Electronic Security Systems Limited,investors@zicom.com
INE206B01013,Zodiac Clothing Company Limited,"investordesk@zodiacmtc.com, cosecy@zodiacmtc.com"
INE077B01018,Zodiac JRD- MKJ Limited,info@zodiacjrdmkjltd.com
INE840M01016,Zuari Agro Chemicals Limited,ryp@zuari.adventz.com
INE217A01012,ZUARI GLOBAL LIMITED,investor_redressal@zuari.adventz.com
INE768C01010,Zydus Wellness Limited,investor.grievance@zyduswellness.in
INE225I01026,Zylog Systems Limited,secretarial@zsl.com
